Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,29.07497,22.95818,32.93859,28.83628,18.7359,0,18,15,15,15
2,37.82334,25.70451,40.43712,27.23671,30.84744,0,18,15,15,15
3,34.34016,28.09061,30.39995,24.86563,23.56151,0,15,15,14,14
4,30.26079,24.19749,39.08676,30.29803,19.42889,0,15,15,15,15
All,131.4993,100.9508,142.8624,111.2366,92.57375,0,66,60,59,59
