Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,33.53691,28.48551,34.04203,30.09302,21.48821,0,16,15,0,0
2,38.48312,29.87505,34.47963,26.50801,17.34433,0,16,15,0,0
3,35.79572,30.21541,28.61193,23.78225,19.5311,0,15,15,0,0
4,41.06952,36.17514,31.25751,29.38617,20.75444,0,16,15,0,0
All,148.8853,124.7511,128.3911,109.7694,79.11809,0,63,60,0,0
