Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,30.61488,22.61486,37.209,28.09335,11.90629,0,16,0,15,0
2,27.71284,22.36136,31.97558,26.34846,17.30758,0,15,0,15,0
3,33.62155,25.90926,33.41474,25.96533,14.31362,0,16,0,15,0
4,32.31012,25.60303,34.30603,27.72717,12.86547,0,15,0,15,0
All,124.2594,96.4885,136.9053,108.1343,56.39296,0,62,0,60,0
