Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,24.39297,20.77071,32.55001,29.53518,10.54046,0,15,0,15,0
2,38.80815,30.42165,38.47577,27.36714,18.78619,0,17,6,15,6
3,23.7717,20.90891,27.41623,25.3913,12.11546,0,15,0,15,0
4,25.51041,21.60324,32.74252,28.73206,11.39553,0,15,0,15,0
All,112.4832,93.7045,131.1845,111.0257,52.83764,0,62,6,60,6
