Timestamp Finished,Task,Glass#,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grip,Firm Grip,Varied Grip
43.44222,1,1,2.60754,2.405827,1.966904,1.921403,0.8021839,0,1,True,True,True
46.67556,1,2,1.786369,1.530678,1.929905,1.871827,0.3788279,0,1,True,True,True
49.45333,1,3,1.558353,1.393429,1.910907,1.882576,0.8703997,0,1,False,True,False
52.05333,1,4,1.477943,1.318447,2.035093,1.966002,0.5823651,0,1,False,True,False
55.95333,1,5,1.926453,1.618984,2.250165,1.988759,0.5599868,0,1,False,True,False
58.40889,1,6,1.544804,1.474152,1.97371,1.960926,0.3877325,0,1,False,True,False
61.55333,1,7,1.752342,1.463768,2.175659,2.008375,0.841963,0,1,False,True,False
64.38667,1,8,1.870686,1.345119,2.726761,2.009689,1.136181,0,1,False,True,False
67.26444,1,9,2.190491,1.429848,3.360691,2.101438,0.3421326,0,1,False,True,False
69.84222,1,10,1.998634,1.563667,2.542067,2.028965,1.249045,0,1,False,True,False
72.46445,1,11,1.80542,1.540749,2.259843,2.061475,0.9563363,0,1,False,True,False
75.36445,1,12,1.890839,1.541443,2.277218,2.002715,0.8914983,0,1,False,True,False
78.27556,1,13,1.875389,1.463013,2.402452,2.010295,1.934698,0,1,False,True,False
80.98667,1,14,1.860535,1.473457,2.36235,2.010961,0.8308982,0,1,False,True,False
83.89778,1,15,1.913124,1.529953,2.260961,1.977028,1.312664,0,1,False,True,False
99.14223,2,1,3.252983,3.072563,1.746742,1.727969,0.7358712,0,1,True,True,True
102.62,2,2,2.317307,2.233978,1.808033,1.796043,0.4399509,0,1,True,True,True
105.7311,2,3,2.067955,1.776749,2.083528,1.793938,0.1833858,0,1,True,True,True
108.1089,2,4,1.639526,1.618301,1.781463,1.779639,1.642926,0,1,True,True,True
111.0644,2,5,2.072006,1.686424,2.323889,1.938505,1.460465,0,1,True,True,True
114.1311,2,6,2.189697,2.121468,1.779573,1.774061,1.578308,0,1,True,True,True
118.1089,2,7,2.045929,1.876831,1.927848,1.843605,1.265092,0,2,True,True,True
121.0089,2,8,2.019249,1.74202,2.137806,1.855773,1.072437,0,1,True,True,True
133.5311,2,9,11.52559,9.673882,6.604993,2.929331,2.231194,1,3,True,True,True
137.5533,2,10,2.94838,2.334457,2.571245,1.831197,1.988183,0,1,False,True,False
140.5422,2,11,2.373688,2.335098,1.983095,1.979463,0.8874134,0,1,True,True,True
144.7978,2,12,2.731659,2.268341,2.346374,1.904009,1.004003,0,1,True,True,True
151.4978,2,13,5.912704,2.894028,4.196138,2.033588,0.8565583,0,2,True,True,True
155.3644,2,14,2.362244,2.033203,2.128933,1.930617,1.751493,0,1,True,True,True
158.8533,2,15,2.153992,2.066177,1.924531,1.914446,0.6269405,0,1,True,True,True
167.5533,3,1,1.958908,1.831818,1.781479,1.713705,0.841653,0,1,False,True,False
171.2645,3,2,1.906586,1.664047,1.828643,1.670425,1.013024,0,1,False,True,False
175.3978,3,3,2.621994,2.189438,2.259295,1.902766,2.298601,0,1,True,True,True
179.1089,3,4,2.055054,1.474487,2.349778,1.619771,0.8101335,0,1,False,True,False
181.7867,3,5,1.960999,1.852325,1.704345,1.681108,1.17439,0,1,False,True,False
184.5089,3,6,1.669083,1.496567,1.693688,1.585463,0.3331762,0,1,False,True,False
187.0089,3,7,1.610977,1.362946,1.807331,1.59534,1.366808,0,1,False,True,False
189.6311,3,8,1.77626,1.452576,1.843408,1.588129,2.204212,0,1,False,True,False
192.4533,3,9,1.839279,1.474197,2.026353,1.640466,0.7845905,0,1,False,True,False
195.0089,3,10,1.926483,1.474838,2.251022,1.59949,1.117132,0,1,False,True,False
197.8533,3,11,2.10112,1.396332,2.635056,1.592705,1.892607,0,1,False,True,False
199.8867,3,12,1.509476,1.396347,1.674647,1.617797,0.811626,0,1,False,True,False
202.3422,3,13,1.541321,1.273666,1.882089,1.583565,1.384243,0,1,False,True,False
205.22,3,14,1.958954,1.226151,2.576831,1.559071,2.446053,0,1,False,True,False
207.6422,3,15,1.937531,1.373764,2.312479,1.620501,1.508542,0,1,False,True,False
214.4644,4,1,2.21109,2.068176,2.264894,2.222596,0.4252992,0,1,False,True,False
218.3533,4,2,2.524414,2.333237,2.328538,2.275601,0.5100567,0,1,True,True,True
221.7867,4,3,2.205612,2.066071,2.23282,2.201472,1.636399,0,1,True,True,True
225.4644,4,4,2.320313,1.931686,2.69361,2.231487,0.611948,0,1,False,True,False
228.2867,4,5,1.813904,1.775879,2.168996,2.1635,0.6684297,0,1,False,True,False
231.7422,4,6,1.897568,1.721146,2.286393,2.218638,1.002312,0,1,False,True,False
234.72,4,7,1.812958,1.741714,2.248769,2.23747,0.4285923,0,1,False,True,False
238.2089,4,8,2.253159,1.79332,2.854145,2.125934,0.6400477,0,1,False,True,False
240.8867,4,9,1.870285,1.7314,2.242311,2.158144,0.6122816,0,1,False,True,False
244.2978,4,10,2.176025,1.618408,3.025916,2.214782,1.589769,0,1,False,True,False
246.8756,4,11,1.705109,1.575912,2.353512,2.291172,0.8543748,0,1,False,True,False
251.5311,4,12,2.293381,1.864944,2.818242,2.30734,0.5975088,0,1,False,True,False
254.8533,4,13,2.253662,2.009888,2.399066,2.269416,0.7254013,0,1,False,True,False
258.32,4,14,2.202545,1.898987,2.6113,2.283376,0.4340734,0,1,False,True,False
261.6645,4,15,2.128632,2.021423,2.303334,2.270792,1.272192,0,1,False,True,False
