Timestamp Finished,Task,Glass#,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grip,Firm Grip,Varied Grip
57.85334,1,1,3.004578,2.858719,1.993624,1.978091,0.920908,0,1,False,True,False
61.59778,1,2,2.236855,2.088776,2.06308,2.000656,0.4189919,0,1,False,True,False
65.35333,1,3,2.261639,1.999111,2.143905,1.961001,0.5620244,0,1,False,True,False
68.79778,1,4,2.209694,1.987732,2.138683,1.995495,1.657588,0,1,True,True,True
72.87556,1,5,2.813881,2.099609,2.7819,2.050883,0.4307609,0,1,True,True,True
76.28667,1,6,2.550217,2.345558,2.179138,2.065135,0.1658436,0,1,True,True,True
80.13111,1,7,2.317276,2.200272,2.041966,2.023507,1.304987,0,1,False,True,False
83.90889,1,8,2.252937,1.921295,2.30522,2.083636,0.8232072,0,1,True,True,True
87.22,1,9,2.200943,1.976051,2.224009,2.035898,0.2947501,0,1,False,True,False
90.29778,1,10,2.006264,1.875511,2.095026,2.046424,0.73825,0,1,True,True,True
93.67556,1,11,2.088737,1.909286,2.054715,2.018827,0.9913337,0,1,True,True,True
98.93111,1,12,4.039124,3.105408,3.085929,2.500388,0.704863,0,2,True,True,True
102.9756,1,13,2.721901,2.435425,2.090132,2.059644,1.745094,0,1,True,True,True
107.0867,1,14,2.510345,2.27906,2.229444,2.131695,0.3538497,0,1,True,True,True
110.5756,1,15,2.256462,1.999245,2.192128,2.074635,0.2086394,0,1,True,True,True
127.0867,2,1,3.204895,3.082588,1.790086,1.779082,1.894953,0,1,True,True,True
131.0089,2,2,2.402588,2.390717,1.801814,1.801034,1.107695,0,1,True,False,False
138.72,2,3,6.404617,4.021301,4.695503,1.889369,0.8816863,0,2,True,False,False
142.3756,2,4,2.397308,2.255554,1.801684,1.786508,1.358876,0,1,True,True,True
145.6867,2,5,2.224442,2.133972,1.920756,1.910147,1.100947,0,1,True,True,True
148.9311,2,6,1.904907,1.831329,1.754844,1.747232,0.8153985,0,1,True,True,True
151.9978,2,7,1.945404,1.843597,1.738712,1.728248,0.1569814,0,1,True,False,False
155.3089,2,8,2.228683,2.144257,1.745973,1.73385,1.688292,0,1,True,False,False
158.42,2,9,1.977493,1.764038,1.737868,1.68256,0.6967395,0,1,True,True,True
162.3756,2,10,2.638367,2.17804,1.895483,1.747118,1.285574,0,1,True,True,True
165.2867,2,11,1.818695,1.720062,1.770587,1.758387,0.9599493,0,1,True,True,True
167.8978,2,12,1.603333,1.440475,1.813325,1.726292,1.362791,0,1,True,True,True
171.0533,2,13,1.887878,1.697098,1.765143,1.714731,2.338217,0,1,True,True,True
174.2533,2,14,1.903168,1.763031,1.758785,1.73035,0.6173241,0,1,True,True,True
177.3311,2,15,2.101212,1.76474,1.879077,1.745236,1.531195,0,1,True,True,True
186.1644,3,1,2.320526,2.099731,1.736047,1.667445,0.8254288,0,1,True,False,False
189.2533,3,2,2.025452,1.987762,1.614234,1.611158,2.159975,0,1,True,True,True
194.1867,3,3,3.529648,3.172012,1.908821,1.710823,1.515988,0,1,True,True,True
198.3978,3,4,1.86586,1.777023,1.633947,1.611153,0.7696164,0,1,False,True,False
201.6756,3,5,1.993607,1.709137,1.787766,1.622188,0.447523,0,1,False,True,False
204.6978,3,6,1.765335,1.642731,1.717358,1.669907,0.3142304,0,1,False,True,False
207.5422,3,7,1.750488,1.519043,1.799705,1.598873,0.8412547,0,1,False,True,False
210.6644,3,8,2.23613,2.032532,1.73548,1.662975,0.3376138,0,1,True,True,True
214.0756,3,9,2.206772,2.043945,1.741017,1.665603,1.221933,0,1,True,True,True
218.7089,3,10,3.164886,3.105148,1.704934,1.692934,1.54201,0,1,True,True,True
222.5089,3,11,2.229172,2.06636,1.761058,1.654999,0.632863,0,1,False,True,False
226.4867,3,12,2.498657,1.942886,2.287196,1.666306,1.102309,0,1,True,True,True
229.5311,3,13,1.946609,1.943695,1.741379,1.741379,0.9395319,0,1,False,True,False
234.42,3,14,3.349686,3.115479,1.872789,1.796406,1.414503,0,1,True,True,True
238.32,3,15,2.536469,2.121933,2.00731,1.646088,0.6000446,0,1,False,True,False
246.5533,4,1,2.941544,2.698547,2.110149,2.096714,1.330602,0,1,True,True,True
250.8645,4,2,2.548447,2.293213,2.318999,2.167225,0.8108662,0,1,False,True,False
254.1422,4,3,2.186249,2.088821,2.243322,2.231197,0.7218779,0,1,False,True,False
257.7311,4,4,2.200943,2.010361,2.208035,2.121091,0.4890795,0,1,False,True,False
260.9533,4,5,2.005371,1.798584,2.310802,2.209012,0.8146893,0,1,False,True,False
264.0533,4,6,1.934143,1.654755,2.521291,2.236354,1.432174,0,1,False,True,False
267.3422,4,7,2.272583,1.954773,2.733461,2.332523,0.150201,0,1,False,True,False
270.4644,4,8,2.099854,1.977234,2.320936,2.282092,1.186731,0,1,True,True,True
274.8422,4,9,2.277954,1.943451,2.275615,2.055422,1.994375,0,1,True,True,True
278.22,4,10,2.136932,1.909943,2.392195,2.270321,1.685518,0,1,False,True,False
281.5756,4,11,1.962769,1.763885,2.432948,2.341361,1.049322,0,1,False,True,False
284.7422,4,12,1.935272,1.753113,2.378016,2.297208,0.1519994,0,1,True,True,True
288.3755,4,13,2.128235,1.921539,2.43861,2.357098,0.3958557,0,1,True,True,True
292.2089,4,14,2.398621,2.122559,2.499724,2.314452,1.265785,0,1,True,True,True
296.1089,4,15,2.523041,2.279053,2.457739,2.398403,1.567906,0,1,False,True,False
