Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,44.99524,42.82877,27.92034,27.64287,8.467331,0,15,13,15,13
2,51.19983,46.50082,28.33002,27.04565,8.528622,0,17,15,15,15
3,36.2769,33.11551,28.12873,26.73701,18.37386,0,15,4,15,4
4,35.29999,30.99603,31.02948,28.52388,14.22621,0,15,9,15,9
All,167.772,153.4411,115.4086,109.9494,49.59603,0,62,41,60,41
