Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,38.27623,35.05447,28.87516,27.98627,10.26187,0,15,15,15,15
2,34.08263,31.99181,27.65154,27.0069,10.61234,0,15,15,14,14
3,36.4897,32.7558,27.47514,25.10534,15.51164,0,15,15,15,15
4,37.79269,33.47461,32.9105,28.64158,12.16082,0,15,15,13,13
All,146.6413,133.2767,116.9124,108.7401,48.54667,0,60,60,57,57
