Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.14908,27.30568,31.09155,28.19546,14.92904,0,15,2,15,2
2,45.84495,42.23045,29.37639,27.37335,10.77058,0,15,15,15,15
3,33.54935,28.06453,28.67257,25.56038,12.54893,1,16,2,15,2
4,29.3163,24.99847,30.85733,27.54414,17.62882,0,15,0,15,0
All,139.8597,122.5991,119.9978,108.6733,55.87737,1,61,19,60,19
