Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,42.47992,35.11055,32.86225,28.89597,9.270747,0,16,15,15,15
2,43.37167,38.69635,30.04067,27.60177,7.036695,0,15,15,15,15
3,40.94229,36.50827,27.92182,25.81881,11.08677,0,16,15,15,15
4,35.43311,32.4469,30.34997,29.06088,8.30624,0,15,15,15,15
All,162.227,142.7621,121.1747,111.3774,35.70045,0,62,60,60,60
