Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,33.12144,29.62812,28.81395,26.6341,12.70343,0,15,0,15,0
2,36.61588,31.59442,29.75748,27.08233,8.103282,0,15,0,15,0
3,32.86792,28.7951,27.77406,25.26085,13.90483,0,15,0,15,0
4,32.65149,28.91132,31.22311,28.42126,9.618438,0,15,0,15,0
All,135.2567,118.929,117.5686,107.3985,44.32998,0,60,0,60,0
