Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,34.46343,31.01529,30.50381,28.34752,19.86637,0,15,5,14,4
2,29.34933,26.7778,26.33678,25.92574,20.79043,0,15,3,15,3
3,36.14072,32.35045,26.75782,24.41191,20.3997,0,15,4,15,4
4,33.92926,30.24124,30.8303,28.67156,12.51863,0,15,3,15,3
All,133.8828,120.3848,114.4287,107.3567,73.57512,0,60,15,59,14
