Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,27.6352,22.45172,35.03871,28.07035,18.52727,0,15,0,15,0
2,39.60455,26.34782,36.37822,27.95135,20.29516,1,17,0,15,0
3,41.64082,31.08965,36.0803,26.40986,18.82131,0,16,0,15,0
4,30.62695,26.71632,32.65089,29.35447,10.65078,0,15,0,15,0
All,139.5075,106.6055,140.1481,111.786,68.29453,1,63,0,60,0
