Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,22.33255,18.77362,33.11968,28.93338,11.71865,0,15,0,15,0
2,28.74052,23.87375,32.70895,26.64679,19.57262,0,16,14,15,14
3,32.93912,25.55302,36.77103,26.45292,20.06805,0,16,15,14,14
4,22.55551,17.81665,39.40738,30.80432,17.68646,0,15,0,15,0
All,106.5677,86.01704,142.007,112.8374,69.04579,0,62,29,59,28
