Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,29.684,24.28463,34.41728,28.35697,16.64054,0,15,15,0,0
2,30.22606,25.64909,32.28304,27.15861,27.30183,0,15,15,0,0
3,36.29971,30.14761,33.15557,26.93371,21.40982,0,15,15,0,0
4,28.36487,24.64479,34.48889,30.15631,21.29606,0,15,15,0,0
All,124.5746,104.7261,134.3448,112.6056,86.64825,0,60,60,0,0
