Timestamp Finished,Task,Glass#,Time till Score,Handling Time,Distance till Score,Handling Distance,Errors,Grabs,Loose Grip,Firm Grip,Varied Grip
107.6533,1,1,1.62101,1.552864,1.894029,1.880735,0,1,False,True,False
110.4644,1,2,1.472168,1.38488,1.928411,1.913005,0,1,False,True,False
113.3867,1,3,1.993126,1.53006,2.670738,1.880903,0,1,False,True,False
115.6756,1,4,1.601067,1.228287,2.542554,1.906127,0,1,False,True,False
117.7089,1,5,1.333588,1.295715,1.912568,1.905922,0,1,False,True,False
120.3089,1,6,1.710327,1.239662,3.028283,1.946016,0,1,False,True,False
122.2756,1,7,1.532639,1.184036,2.708331,2.019207,0,1,False,True,False
124.5644,1,8,1.677055,1.061371,3.464749,1.947641,0,1,False,True,False
126.9644,1,9,2.166191,1.227997,3.923638,2.021589,0,1,False,True,False
128.7978,1,10,1.73114,1.30574,2.882604,1.951238,0,1,False,True,False
131.0089,1,11,1.787704,1.340149,2.788236,2.047487,0,1,False,True,False
132.9422,1,12,1.409088,1.340363,1.953727,1.937756,0,1,False,True,False
135.7311,1,13,1.908569,1.083527,3.705775,1.963022,0,1,False,True,False
137.3644,1,14,1.407867,1.239456,2.129405,1.989488,0,1,False,True,False
139.6978,1,15,1.596848,1.206451,2.596821,2.027297,0,1,False,True,False
161.9089,2,1,4.052353,2.624451,3.023997,1.874957,0,1,False,True,False
164.7867,2,2,1.725418,1.54187,1.757542,1.723332,0,1,False,True,False
171.8645,2,3,6.245102,5.816681,5.76288,3.250347,1,2,False,True,False
174.4978,2,4,1.863754,1.574982,1.717828,1.655919,0,1,False,True,False
177.3422,2,5,1.837967,1.485764,1.939448,1.723766,0,1,False,True,False
179.4533,2,6,1.469147,1.385345,1.671947,1.657249,0,1,False,True,False
182.02,2,7,1.733734,1.507187,1.866519,1.750082,0,1,False,True,False
184.7089,2,8,1.87677,1.630737,1.889887,1.757372,0,1,False,True,False
187.1756,2,9,1.751938,1.530167,1.913034,1.743666,0,1,False,True,False
189.7533,2,10,1.92804,1.451614,2.3296,1.750996,0,1,False,True,False
191.9756,2,11,1.737961,1.452545,1.979236,1.708838,0,1,False,True,False
194.1867,2,12,1.558594,1.462967,1.700869,1.682068,0,1,False,True,False
200.4867,2,13,4.697311,3.664093,3.722622,2.674416,0,2,False,True,False
202.8311,2,14,1.9151,1.519669,2.073897,1.716699,0,1,False,True,False
205.1867,2,15,1.791061,1.541885,1.886429,1.732409,0,1,False,True,False
226.9089,3,1,2.680603,1.842804,2.368667,1.647637,0,1,False,True,False
229.2645,3,2,1.551147,1.452576,1.65184,1.630608,0,1,False,True,False
232.0978,3,3,1.81546,1.239716,2.459301,1.625228,0,1,False,True,False
234.2756,3,4,1.71434,1.362488,2.008664,1.672071,0,1,False,True,False
236.8533,3,5,1.812576,1.295685,2.355362,1.661717,0,1,False,True,False
239.1311,3,6,1.688644,1.295425,2.113472,1.71016,0,1,False,True,False
241.4422,3,7,1.587448,1.195251,2.222709,1.735991,0,1,False,True,False
243.6422,3,8,1.530823,1.216995,2.155436,1.824047,0,1,False,True,False
245.8756,3,9,1.418396,1.20639,1.925287,1.740333,0,1,False,True,False
248.2645,3,10,1.528687,1.094574,2.204989,1.75146,0,1,False,True,False
250.22,3,11,1.206299,1.117508,1.848436,1.798643,0,1,False,True,False
252.8422,3,12,1.750229,1.09462,2.659649,1.788139,0,1,False,True,False
255.0645,3,13,1.403061,1.038528,2.110053,1.726705,0,1,False,True,False
257.2978,3,14,1.559158,1.072067,2.558347,1.679524,0,1,False,True,False
258.9978,3,15,1.360138,1.283813,1.595285,1.582971,0,1,False,True,False
273.1422,4,1,1.733551,1.54068,2.022022,1.975563,0,1,False,True,False
275.6645,4,2,1.385834,1.161957,2.215649,2.036849,0,1,False,True,False
277.9978,4,3,1.451599,1.184143,2.136374,1.840165,0,1,False,True,False
280.3089,4,4,1.584473,1.10556,2.924523,1.80675,0,1,False,True,False
282.1867,4,5,1.395844,1.172699,1.987613,1.837554,0,1,False,True,False
284.2311,4,6,1.250946,1.128143,1.908819,1.869618,0,1,False,True,False
286.4867,4,7,1.384491,1.161621,2.17092,1.896239,0,1,False,True,False
289.1978,4,8,2.004883,1.23822,3.462227,1.813245,0,1,False,True,False
292.3644,4,9,1.911926,1.42984,2.866217,1.885978,0,1,False,True,False
294.6422,4,10,1.822083,1.352142,2.948428,1.943005,0,1,False,True,False
296.5867,4,11,1.453857,1.228973,2.047756,1.84286,0,1,False,True,False
300.4978,4,12,3.152924,1.139038,4.007456,1.855206,0,1,False,True,False
303.4867,4,13,1.674194,1.318176,2.196483,1.807202,0,1,False,True,False
305.9644,4,14,1.716553,1.273102,2.635305,1.804376,0,1,False,True,False
308.1422,4,15,1.515411,1.217682,2.156461,1.848745,0,1,False,True,False
