Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,33.03352,28.68219,30.82694,28.78867,13.39871,0,15,0,15,0
2,39.18382,33.49545,31.64774,27.50192,13.17342,0,15,0,15,0
3,35.96626,31.02203,30.50574,27.787,13.73943,0,15,0,15,0
4,32.04608,28.62714,29.28089,28.27263,12.5713,0,15,0,15,0
All,140.2297,121.8268,122.2613,112.3502,52.88286,0,60,0,60,0
