Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,40.24495,36.76009,29.01608,27.76785,11.92588,0,15,11,6,2
2,44.52748,41.01653,29.6083,27.84807,14.44931,0,15,15,7,7
3,37.77899,32.02864,28.07953,26.29654,17.59945,0,15,11,14,10
4,32.6763,29.42319,29.97003,28.23003,17.82503,0,15,3,15,3
All,155.2277,139.2284,116.674,110.1425,61.79967,0,60,40,42,22
