Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,40.31789,37.85259,28.6151,28.02179,17.025,0,15,15,0,0
2,37.38876,35.50316,27.89004,27.44353,9.490444,0,15,15,0,0
3,35.99295,34.3353,26.91322,26.56082,14.81174,0,15,15,0,0
4,36.20901,33.42178,30.89173,29.69766,11.5792,0,15,15,0,0
All,149.9086,141.1128,114.3101,111.7238,52.90638,0,60,60,0,0
