Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,27.16157,24.3694,30.1617,27.76774,10.90105,0,15,0,15,0
2,27.60507,25.22563,28.54466,27.18479,10.6802,0,15,0,15,0
3,27.69455,24.37708,29.05434,25.91316,8.165852,0,15,0,15,0
4,27.08636,22.50378,33.36774,28.48966,11.34767,0,15,0,15,0
All,109.5476,96.47589,121.1284,109.3554,41.09477,0,60,0,60,0
