Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,29.54244,27.39,27.86544,27.28331,9.076463,0,15,0,15,0
2,38.50895,31.84966,34.99442,27.2624,9.76684,0,15,0,15,0
3,32.95418,28.55838,30.30713,27.52475,14.25374,0,15,0,15,0
4,32.33054,29.95415,31.02061,30.26437,10.94188,0,15,0,15,0
All,133.3361,117.7522,124.1876,112.3348,44.03891,0,60,0,60,0
