Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,43.88998,41.67815,30.13129,28.52326,8.849895,0,15,15,0,0
2,42.94292,40.96311,28.36086,27.01638,8.638122,0,15,15,0,0
3,45.69998,41.71367,28.59003,25.26931,6.247664,0,15,15,0,0
4,41.11774,37.50253,33.44332,28.75213,9.899107,0,15,15,0,0
All,173.6506,161.8575,120.5255,109.5611,33.63479,0,60,60,0,0
