Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,48.95419,43.00436,35.3671,28.58914,8.726112,0,15,14,15,14
2,56.14157,53.87633,28.83098,26.86246,7.746938,0,15,15,15,15
3,55.6947,50.09244,28.22832,25.39338,11.29497,0,18,15,15,15
4,40.2561,36.88297,31.06332,28.80255,10.07388,0,15,15,15,15
All,201.0466,183.8561,123.4897,109.6475,37.8419,0,63,59,60,59
