Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,43.95765,39.64893,32.19284,30.02996,12.13773,0,15,15,15,15
2,49.77711,47.00444,27.33862,26.91854,12.38419,0,15,15,14,14
3,56.69989,52.36874,27.74672,26.70898,12.91118,0,15,15,15,15
4,57.33041,50.75296,33.57922,31.33138,12.01076,0,15,15,15,15
All,207.7651,189.7751,120.8574,114.9889,49.44386,0,60,60,59,59
