Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,46.80936,43.11152,28.5619,27.81218,9.139356,0,15,0,15,0
2,63.29416,54.26839,31.62717,29.03967,7.4456,1,18,0,15,0
3,61.27428,55.35941,30.56173,29.72729,12.83207,0,18,0,15,0
4,53.15149,48.24069,32.83488,31.32327,11.38888,0,15,0,15,0
All,224.5293,200.98,123.5857,117.9024,40.80591,1,66,0,60,0
