Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,61.31563,57.93177,30.27299,29.51754,9.369654,0,16,15,0,0
2,56.38312,54.40546,27.09903,26.70862,14.21953,0,15,15,0,0
3,62.97995,58.13333,28.86134,27.36527,10.55569,0,16,15,0,0
4,48.93732,45.85999,33.62327,32.96627,9.68315,0,15,15,0,0
All,229.616,216.3305,119.8566,116.5577,43.82803,0,62,60,0,0
