Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,40.85611,36.75848,30.25136,28.79768,17.70491,0,16,15,0,0
2,39.95534,37.60771,28.37189,27.62177,16.05877,0,15,15,0,0
3,43.86502,39.42554,29.191,26.87411,23.14603,0,16,15,0,0
4,46.94882,41.93402,33.19447,30.74165,20.30632,0,16,15,0,0
All,171.6253,155.7258,121.0087,114.0352,77.21603,0,63,60,0,0
