Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,37.40227,34.75027,29.58848,28.26299,18.44074,0,15,14,4,3
2,36.4994,32.87761,29.11751,26.57407,20.58703,0,15,15,3,3
3,43.17923,39.07172,27.86815,26.27978,24.32615,0,16,15,3,3
4,37.78482,35.22342,30.56326,29.25472,18.47068,0,15,14,2,1
All,154.8657,141.923,117.1374,110.3716,81.8246,0,61,58,12,10
