Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.23301,27.09624,36.43241,27.9139,16.51423,1,17,0,15,0
2,48.89746,38.47569,32.47027,26.08886,15.07962,0,16,0,15,0
3,45.22229,34.07684,34.57295,27.27491,27.25941,0,17,0,15,0
4,32.72205,29.23074,32.31322,29.20289,21.79957,0,15,0,15,0
All,163.0748,128.8795,135.7888,110.4806,80.65283,1,65,0,60,0
