Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.78004,27.8018,29.13333,27.06561,11.37173,0,15,0,15,0
2,45.29333,42.68056,27.81029,26.78033,11.3914,0,16,15,15,15
3,41.15346,34.55814,29.05336,25.95446,20.81082,0,17,14,15,14
4,36.1944,30.82965,31.93168,28.91305,14.84344,0,16,2,15,2
All,154.4212,135.8701,117.9287,108.7134,58.41739,0,64,31,60,31
