Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.27602,26.145,40.01876,28.16922,15.10191,0,16,2,14,1
2,37.99606,25.62279,40.06302,26.76144,18.58406,0,18,15,1,1
3,39.33218,26.89691,42.34855,27.01516,15.2468,0,16,15,0,0
4,33.98172,24.91339,43.92293,32.0274,15.77288,0,16,15,0,0
All,147.586,103.5781,166.3533,113.9732,64.70565,0,66,47,15,2
