Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.21004,22.86109,47.50047,27.38405,14.34796,0,17,15,0,0
2,34.62106,24.30592,41.96881,26.29346,23.39097,1,16,15,0,0
3,43.24988,25.35451,52.01321,27.6784,20.70024,0,18,15,0,0
4,32.64119,22.80563,46.17111,30.8163,17.21246,0,18,15,0,0
All,146.7222,95.32716,187.6536,112.1722,75.65163,1,69,60,0,0
