Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.82682,22.61723,30.95467,27.98477,14.16392,0,15,0,15,0
2,34.27766,23.40263,40.02578,26.71334,21.82825,0,15,0,15,0
3,31.11342,22.7449,37.77043,26.50857,22.46109,0,15,0,15,0
4,29.28738,24.6033,34.16229,30.14141,13.56728,0,15,0,15,0
All,121.5053,93.36807,142.9132,111.3481,72.02053,0,60,0,60,0
