Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.81556,22.5843,40.55102,27.27379,17.20529,0,16,1,15,1
2,37.63271,28.48579,36.90815,26.92506,17.65394,0,16,15,4,4
3,35.93858,27.27338,34.9616,26.93232,19.73692,0,16,10,6,1
4,28.16359,20.83725,39.49772,29.20376,17.11738,0,15,1,14,0
All,133.5504,99.18071,151.9185,110.3349,71.71353,0,63,27,39,6
