Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.07309,23.20998,30.67634,28.32028,13.23887,0,15,0,15,0
2,37.97955,32.27951,31.08742,27.17639,17.91235,1,17,15,13,13
3,23.42125,20.58502,28.25291,25.96764,18.19813,0,15,2,15,2
4,26.71021,23.02191,35.27565,31.11404,12.6302,0,16,1,15,1
All,114.1841,99.09642,125.2923,112.5783,61.97955,1,63,18,58,16
