Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,27.15117,22.83666,33.4417,30.42768,12.8402,0,16,1,15,1
2,52.07703,43.4537,37.39579,28.07238,19.24942,1,23,15,13,13
3,26.56371,23.13741,26.19714,24.32187,13.22644,0,15,1,15,1
4,29.22476,24.54489,33.47865,30.34625,14.28971,0,15,0,15,0
All,135.0167,113.9727,130.5133,113.1682,59.60577,1,69,17,58,15
