Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,39.31881,30.74699,47.60542,34.38121,30.57243,0,15,15,0,0
2,44.05598,30.67647,46.21589,29.76057,26.97031,3,19,15,0,0
3,37.01279,26.27043,35.33398,23.99658,23.68813,0,17,15,0,0
4,38.9194,24.56793,49.15972,29.57533,15.81578,0,17,15,0,0
All,159.307,112.2618,178.315,117.7137,97.04665,3,68,60,0,0
