Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.95818,21.87382,34.36562,27.97929,12.16331,0,15,0,15,0
2,41.1726,33.58549,38.75869,32.28321,12.76316,2,18,0,15,0
3,25.89597,20.70439,31.55752,25.42129,17.91112,0,15,0,15,0
4,29.53831,23.64481,36.66975,29.32036,13.87987,0,15,0,15,0
All,123.5651,99.80851,141.3516,115.0042,56.71747,2,63,0,60,0
