Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.09031,32.66834,30.25861,29.19966,8.627885,0,15,0,15,0
2,31.37114,26.01631,33.19223,28.27514,11.08275,0,15,0,15,0
3,25.34831,20.8636,30.31207,26.75308,14.51884,0,15,0,15,0
4,27.04176,21.62076,35.4921,28.8703,13.42189,0,15,0,15,0
All,119.8515,101.169,129.255,113.0982,47.65136,0,60,0,60,0
