Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,22.89507,18.85532,33.42654,28.7039,14.45795,0,15,0,15,0
2,23.90442,20.24574,30.04441,26.06454,19.59062,0,15,3,15,3
3,25.78493,18.3766,38.61669,27.94378,20.79197,0,16,0,15,0
4,22.5634,17.92183,34.56688,28.11733,13.02486,0,15,0,15,0
All,95.14781,75.39948,136.6545,110.8295,67.86539,0,61,3,60,3
