Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,30.38565,25.93488,32.70771,28.90511,14.59631,0,15,0,15,0
2,27.43372,23.48445,29.6514,27.0046,12.79446,0,15,6,15,6
3,23.58606,19.05479,31.57463,26.51298,19.50919,0,15,0,15,0
4,21.16222,18.44734,29.78882,27.91675,11.95753,0,15,0,15,0
All,102.5676,86.92147,123.7226,110.3394,58.85749,0,60,6,60,6
