Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,30.04954,25.67596,33.86645,28.91158,12.44062,0,15,0,15,0
2,37.6497,29.64789,40.7076,29.16906,16.00936,0,16,0,15,0
3,31.58415,25.64372,36.3583,27.89354,18.52468,0,15,0,15,0
4,34.78638,31.28157,34.04527,30.53989,8.647356,0,15,0,15,0
All,134.0698,112.2491,144.9776,116.5141,55.62202,0,61,0,60,0
