Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.10425,26.17972,34.29454,28.75025,10.76799,0,15,3,15,3
2,48.48336,40.62611,35.82457,30.14133,12.58435,0,21,14,15,14
3,29.0367,24.13719,34.25375,27.94275,13.54616,0,15,0,15,0
4,31.25058,28.237,33.83331,31.45671,8.117233,0,15,1,15,1
All,139.8749,119.18,138.2062,118.291,45.01574,0,66,18,60,18
