Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,32.24399,27.084,35.19601,28.62633,12.2389,0,16,11,12,8
2,31.9454,28.49605,30.43204,26.22486,21.06952,0,15,15,1,1
3,31.8073,29.10852,27.6727,26.04104,13.14157,0,15,15,0,0
4,35.7262,32.45149,33.25233,30.39361,11.12131,0,15,15,0,0
All,131.7229,117.1401,126.5531,111.2859,57.57131,0,61,56,13,9
