Timestamp Finished,Task,Glass#,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grip,Firm Grip,Varied Grip
63.66445,1,1,2.428677,2.089725,2.460459,1.981905,0.5267506,0,1,True,False,False
67.04222,1,2,2.433006,2.211617,2.215052,2.000132,0.7722784,0,1,False,True,False
70.17556,1,3,2.292999,2.033028,2.228627,1.947177,0.9196378,0,1,False,True,False
75.43111,1,4,4.555443,2.590622,5.21548,2.059304,0.9527509,0,2,True,True,True
78.67556,1,5,2.517303,2.480827,1.908738,1.904652,1.142733,0,1,True,False,False
81.75333,1,6,2.04232,1.855789,1.963494,1.874198,0.5199198,0,1,True,False,False
84.63111,1,7,1.959846,1.809219,1.926105,1.858226,0.8946056,0,1,True,True,True
87.09778,1,8,1.544922,1.532349,1.894998,1.893884,0.5442634,0,1,True,True,True
89.84222,1,9,1.820717,1.642761,2.04738,1.938559,0.3331219,0,1,True,True,True
92.33112,1,10,1.628296,1.465012,1.933071,1.859731,0.2389015,0,1,True,True,True
95.32,1,11,2.069588,1.452019,3.100054,1.824863,1.029834,0,1,False,True,False
97.34222,1,12,1.590111,1.373932,2.018255,1.864504,2.144484,0,1,False,True,False
99.99778,1,13,1.78878,1.374756,2.329928,1.880702,0.3609439,0,1,True,True,True
102.4311,1,14,1.720428,1.552834,1.943731,1.855327,0.8674986,0,1,True,True,True
105.1089,1,15,1.851555,1.619507,2.010641,1.883164,0.99118,0,1,True,True,True
113.3978,2,1,2.343773,1.831688,2.836422,1.829962,0.4316178,0,1,True,True,True
117.1089,2,2,2.245277,1.975784,2.027482,1.724388,2.328511,0,1,True,False,False
121.22,2,3,2.340027,2.204582,1.837868,1.770168,1.531832,0,1,True,False,False
124.32,2,4,2.185448,2.145279,1.795051,1.786787,1.787469,0,1,True,False,False
127.0422,2,5,1.779945,1.587097,1.863141,1.636632,1.032845,0,1,True,False,False
130.1311,2,6,2.197845,1.986862,1.892976,1.674106,2.771063,0,1,True,False,False
133.2311,2,7,2.19371,1.887222,2.217789,1.77047,1.950038,0,1,True,False,False
136.2645,2,8,2.222717,2.123245,1.819249,1.788974,1.545857,0,1,True,False,False
139.5311,2,9,2.148621,1.933228,1.96691,1.746233,1.654361,0,1,True,False,False
142.7422,2,10,2.242844,1.841797,2.355293,1.8052,1.614329,0,1,True,False,False
145.4867,2,11,2.105835,1.864853,2.025085,1.771872,2.011952,0,1,True,False,False
148.0645,2,12,1.880692,1.619675,1.930412,1.70329,0.4623618,0,1,True,False,False
150.6089,2,13,1.877121,1.77417,1.771729,1.718075,0.4533968,0,1,True,False,False
153.6311,2,14,2.25383,1.922134,2.24561,1.724848,0.6945851,0,1,True,False,False
156.0645,2,15,1.927719,1.798431,1.847026,1.773851,0.7993004,0,1,True,False,False
167.0089,3,1,2.095123,1.985382,1.785705,1.750075,2.931763,0,1,True,False,False
169.5756,3,2,1.738113,1.675705,1.720418,1.706446,0.9246919,0,1,True,False,False
172.3311,3,3,1.834595,1.753906,1.663666,1.63967,1.803385,0,1,True,False,False
175.0867,3,4,1.932236,1.855255,1.872984,1.850027,0.2297445,0,1,True,False,False
177.7422,3,5,1.949722,1.825317,1.905007,1.856755,0.7219983,0,1,True,False,False
180.4644,3,6,1.925751,1.720337,2.064748,1.810572,0.6434639,0,1,True,False,False
183.2533,3,7,2.22261,1.976883,1.926115,1.770272,1.020367,0,1,True,False,False
186.2867,3,8,2.228638,2.176926,1.758189,1.75278,0.2181929,0,1,True,False,False
189.4089,3,9,2.167236,2.06575,1.818502,1.779064,0.5688732,0,1,True,False,False
192.6533,3,10,2.161011,2.041733,1.72176,1.691634,0.5071524,0,1,True,False,False
196.0533,3,11,2.301605,2.023407,1.830509,1.682158,1.092294,0,1,True,False,False
199.5645,3,12,2.438583,1.976501,2.062228,1.691929,0.4334454,0,1,True,False,False
202.6422,3,13,2.266861,2.078308,1.768064,1.686049,0.3897591,0,1,True,False,False
205.8533,3,14,2.09343,1.977676,1.726244,1.680492,0.7776358,0,1,True,False,False
209.4756,3,15,2.451782,1.975433,2.048558,1.693121,0.8788044,0,1,True,False,False
217.8089,4,1,2.790863,2.480316,2.56962,2.251887,1.061482,0,1,True,False,False
221.62,4,2,2.547501,2.300369,2.283925,2.111079,0.3760763,0,1,True,False,False
224.6867,4,3,2.262634,1.965118,2.355155,2.056954,1.834728,0,1,True,False,False
227.8311,4,4,2.402863,2.30246,2.039274,2.006741,0.7519575,0,1,True,False,False
230.9867,4,5,2.105164,2.04126,2.021305,2.011575,0.864551,0,1,True,False,False
234.4089,4,6,2.257401,2.100662,2.039919,1.971045,0.7269245,0,1,True,False,False
237.7645,4,7,2.406219,2.123077,2.191479,1.955289,0.7819586,0,1,True,False,False
241.0089,4,8,2.309723,1.932648,2.457999,2.048278,0.6669593,0,1,True,False,False
244.22,4,9,2.484299,2.156342,2.283417,1.984903,0.09508548,0,1,True,False,False
248.0867,4,10,2.228958,2.124008,2.077885,2.03576,0.4407366,0,1,True,False,False
251.2978,4,11,2.289474,2.257965,2.032608,2.028423,0.7600641,0,1,True,False,False
255.1311,4,12,2.671753,2.334885,2.427619,2.014811,0.9396604,0,1,True,False,False
258.2089,4,13,2.241043,2.188339,1.979132,1.972272,0.4968557,0,1,True,False,False
261.7645,4,14,2.312134,2.011841,2.238974,1.987775,1.091167,0,1,True,False,False
265.0311,4,15,2.416168,2.132202,2.254018,1.95682,0.2331072,0,1,True,False,False
