Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.7528,22.32684,33.72064,27.99836,9.803901,0,15,0,15,0
2,29.86719,26.37847,31.02769,26.67361,10.03128,0,15,0,15,0
3,25.22884,20.50523,33.70477,26.84812,11.65725,0,15,0,15,0
4,29.24698,22.55019,39.2809,28.88278,8.303499,0,16,0,15,0
All,111.0958,91.76073,137.734,110.4029,39.79593,0,61,0,60,0
