Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.57597,32.42971,31.81311,28.61192,9.193478,0,16,15,0,0
2,31.27797,28.16399,29.52551,26.18005,17.59236,0,15,15,0,0
3,32.2838,29.33513,30.04602,27.07617,15.80505,0,15,15,0,0
4,37.00919,33.43716,32.65274,29.56482,10.53043,0,15,15,0,0
All,137.1469,123.366,124.0374,111.433,53.12132,0,61,60,0,0
