Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,29.37389,24.45195,34.02776,29.68647,8.195045,0,15,0,15,0
2,33.95174,29.9778,30.06821,27.099,12.97398,0,15,5,14,4
3,32.45612,29.26709,29.41185,26.7729,10.5035,0,15,6,11,2
4,26.0304,21.27887,36.05257,29.68028,9.842216,0,15,0,15,0
All,121.8121,104.9757,129.5604,113.2387,41.51474,0,60,11,55,6
