Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.31181,20.79691,37.27755,28.21071,9.644011,0,15,0,15,0
2,28.59132,25.6935,29.42447,25.75247,16.71637,0,15,15,0,0
3,39.09447,35.44995,29.90576,26.41351,11.5763,0,15,15,0,0
4,23.83958,20.10672,34.25431,28.97346,18.78668,0,15,0,15,0
All,117.8372,102.0471,130.8621,109.3501,56.72336,0,60,30,30,0
