Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,42.50644,38.84557,30.81051,28.31987,12.06118,0,15,15,0,0
2,33.79109,31.31163,28.48677,26.43175,11.77442,0,15,15,0,0
3,37.84012,35.40608,27.12863,25.73741,9.445522,0,15,15,0,0
4,34.34143,30.49832,31.43995,28.01889,9.858302,0,15,15,0,0
All,148.4791,136.0616,117.8658,108.5079,43.13942,0,60,60,0,0
