Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.37704,27.54256,31.16765,27.67491,7.338576,0,15,0,15,0
2,36.94229,33.33302,29.135,26.0792,13.9105,0,15,15,3,3
3,36.6189,32.5739,28.14514,25.242,16.61172,0,15,15,1,1
4,25.42728,21.79282,33.68108,29.26579,11.82325,0,15,0,15,0
All,130.3655,115.2423,122.1289,108.2619,49.68405,0,60,30,34,4
