Timestamp Finished,Task,Glass#,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grip,Firm Grip,Varied Grip
93.20889,1,1,2.713531,2.668373,1.8619,1.855632,0.4527715,0,1,True,False,False
97.57556,1,2,2.591606,2.26796,2.078824,1.912593,1.362188,0,1,True,False,False
102.4089,1,3,3.403168,3.083046,2.084245,1.950302,0.9468756,0,1,True,False,False
107.3533,1,4,3.399521,2.79258,2.728141,1.891699,0.7786573,0,1,True,False,False
111.3978,1,5,2.707939,2.671318,1.855068,1.853201,0.9337854,0,1,True,False,False
116.0644,1,6,2.950737,2.548325,2.117248,1.875077,1.001424,0,1,True,False,False
120.2311,1,7,2.783318,2.389931,2.135425,1.850594,1.38403,0,1,True,False,False
124.3422,1,8,2.784157,2.658867,1.903888,1.879213,0.6034751,0,1,True,False,False
128.9422,1,9,3.158882,3.023964,1.96432,1.91448,0.6085794,0,1,True,False,False
133.02,1,10,2.758453,2.701599,1.952178,1.944633,0.424316,0,1,True,False,False
137.62,1,11,2.991989,2.847351,1.962222,1.903851,0.4029455,0,1,True,False,False
142.1644,1,12,3.201645,3.137711,1.915633,1.908797,0.8564568,0,1,True,False,False
146.72,1,13,3.067383,2.446701,2.405729,1.889645,1.235569,0,1,True,False,False
149.8533,1,14,2.056137,1.866074,1.946871,1.869894,0.459215,0,1,True,False,False
153.22,1,15,1.937973,1.741776,1.898821,1.820257,0.6108857,0,1,True,False,False
175.6422,2,1,2.978424,2.870651,1.931774,1.920006,0.3902534,0,1,True,False,False
179.8533,2,2,2.633118,2.480255,1.832844,1.802949,0.5693953,0,1,True,False,False
183.8422,2,3,2.455505,2.246017,1.917999,1.78021,0.3851303,0,1,True,False,False
187.4089,2,4,2.268982,2.099945,1.857068,1.759067,0.5596642,0,1,True,False,False
190.92,2,5,2.037903,1.898346,1.745357,1.693919,0.1791697,0,1,True,False,False
194.42,2,6,2.264999,2.065994,1.898873,1.730966,1.251083,0,1,True,False,False
197.8311,2,7,2.213531,2.088638,1.766334,1.731665,1.117298,0,1,True,False,False
201.0311,2,8,1.950836,1.787064,1.815511,1.697285,0.2154645,0,1,True,False,False
204.1644,2,9,1.945419,1.743256,1.995536,1.730135,0.8577468,0,1,True,False,False
207.5978,2,10,2.362732,1.921417,2.522792,1.756457,1.83084,0,1,True,False,False
210.8867,2,11,2.401352,2.290756,1.814415,1.794182,1.402375,0,1,True,False,False
214.3422,2,12,2.246841,2.209,1.790275,1.783219,0.4231449,0,1,True,False,False
217.6533,2,13,2.097427,1.810608,2.05601,1.751451,0.6301636,0,1,True,False,False
220.6089,2,14,1.946991,1.866806,1.763636,1.727295,1.542621,0,1,True,False,False
223.6867,2,15,1.98703,1.932877,1.778342,1.772944,0.4200714,0,1,True,False,False
234.62,3,1,2.789978,2.644943,1.739759,1.647314,0.9066527,0,1,True,False,False
238.8311,3,2,2.767975,2.559067,1.787032,1.654485,1.039169,0,1,True,False,False
242.4533,3,3,2.582657,2.534805,1.780333,1.77512,0.4665999,0,1,True,False,False
246.2089,3,4,2.528183,2.299744,1.909547,1.78607,0.5807537,0,1,True,False,False
249.8756,3,5,2.62117,2.400742,1.89039,1.755587,0.4173081,0,1,True,False,False
253.4089,3,6,2.323975,2.133942,1.770868,1.662069,0.6910651,0,1,True,False,False
256.8533,3,7,2.438828,2.244064,1.799016,1.702036,0.7533908,0,1,True,False,False
260.0645,3,8,2.276917,1.944489,1.997386,1.745676,0.8856848,0,1,True,False,False
263.3755,3,9,2.50473,2.479767,1.685777,1.683062,1.209744,0,1,True,False,False
267.02,3,10,2.563873,2.32373,1.83184,1.695568,0.3104098,0,1,True,False,False
270.1645,3,11,2.223572,2.111633,1.722855,1.687612,0.8863325,0,1,True,False,False
274.1311,3,12,2.882751,2.735748,1.768314,1.701195,0.7990032,0,1,True,False,False
277.5533,3,13,2.418457,2.35675,1.75262,1.741557,0.149489,0,1,True,False,False
280.7867,3,14,2.211029,2.099213,1.817582,1.747127,0.2681348,0,1,True,False,False
284.4644,3,15,2.706024,2.537445,1.875305,1.752935,0.08178458,0,1,True,False,False
293.1867,4,1,3.145538,2.8815,2.092224,1.930073,0.5629936,0,1,True,False,False
296.62,4,2,2.245605,1.91037,2.140831,1.864526,2.269062,0,1,True,False,False
299.8978,4,3,2.182922,2.055176,1.947007,1.890452,1.007301,0,1,True,False,False
303.22,4,4,2.232117,2.143829,1.923201,1.911077,0.3358442,0,1,True,False,False
306.6534,4,5,2.236603,2.155823,1.900234,1.881781,0.5531926,0,1,True,False,False
310.2089,4,6,2.31839,2.032806,2.149876,1.878291,0.4611013,0,1,True,False,False
313.4644,4,7,2.266907,2.065033,2.049217,1.89105,0.3726802,0,1,True,False,False
316.8644,4,8,2.383911,1.999908,2.428903,1.895191,0.3309216,0,1,True,False,False
319.9422,4,9,2.144348,1.932709,1.987779,1.841457,0.7612516,0,1,True,False,False
323.1422,4,10,2.194153,2.043549,2.045235,1.924602,0.7458637,0,1,True,False,False
326.1756,4,11,1.918671,1.884827,1.845041,1.841851,0.4927603,0,1,True,False,False
330.12,4,12,2.491974,2.244873,1.958072,1.828606,1.006691,0,1,True,False,False
333.5978,4,13,2.373352,1.697601,2.696316,1.813914,0.3946971,0,1,True,False,False
336.5533,4,14,2.166321,1.77478,2.239204,1.795713,0.1458546,0,1,True,False,False
339.4644,4,15,2.040619,1.675537,2.036805,1.830304,0.4180883,0,1,True,False,False
