Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,53.50966,40.99539,39.82534,32.08337,7.582771,1,20,0,15,0
2,42.13683,38.13297,31.14697,29.41826,8.678509,0,15,0,15,0
3,43.0233,38.66934,33.25319,30.46146,9.523683,0,15,0,15,0
4,36.95493,33.40076,32.6683,30.43408,8.312675,0,15,0,15,0
All,175.6247,151.1985,136.8938,122.3972,34.09764,1,65,0,60,0
