Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,30.38213,27.71519,31.81,30.22722,7.019281,0,15,0,15,0
2,36.76314,33.86736,30.82166,29.41752,6.947085,0,15,0,15,0
3,33.57309,30.43558,28.76764,27.38962,10.80175,0,15,1,15,1
4,37.69351,33.42975,34.44049,31.15915,9.854609,0,15,6,10,1
All,138.4119,125.4479,125.8398,118.1935,34.62273,0,60,7,55,2
