Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,65.76625,63.951,29.21858,29.09729,5.517992,0,15,15,0,0
2,69.44244,66.28822,27.71316,27.49378,10.70864,0,15,15,0,0
3,68.05359,65.95969,27.06481,26.89113,12.37379,0,16,15,0,0
4,76.43961,72.7023,32.33791,31.88505,7.664847,0,15,15,0,0
All,279.7019,268.9012,116.3345,115.3672,36.26527,0,61,60,0,0
