Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,59.80456,55.5334,28.93444,28.70901,8.640506,0,15,5,15,5
2,111.04,105.6779,28.85514,28.54162,8.221504,0,17,15,15,15
3,80.53555,76.75626,26.69825,26.45704,12.16047,0,19,11,15,11
4,71.86331,69.37701,31.50163,31.33339,8.616914,0,15,1,15,1
All,323.2434,307.3446,115.9895,115.0411,37.63939,0,66,32,60,32
