Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,56.43338,54.09714,29.10613,28.95102,9.224667,0,15,0,15,0
2,54.91922,51.37567,28.3389,28.01565,10.10302,0,15,0,15,0
3,58.4324,55.36057,28.8247,28.3558,14.87847,0,15,0,15,0
4,65.23605,61.62433,31.95038,31.49615,7.380301,0,15,0,15,0
All,235.0211,222.4577,118.2201,116.8186,41.58646,0,60,0,60,0
