0.02,0,2,99,0,-0.017,0,0.027,0,0,0,False,False,0,False
0.3533334,0,2,99,0,-0.017,0,0.027,0,0,0,False,False,0,False
0.3881139,0,2,99,0,1.971504,0.8048022,-0.3529376,-0.1882827,0.1622465,0.2169391,False,False,0,False
0.4042854,0,2,99,0,1.971821,0.8045322,-0.3527233,-0.1889446,0.1615789,0.2160321,False,False,0,False
0.4096572,0,2,99,0,1.97178,0.8045475,-0.3528952,-0.1909045,0.1597115,0.2140271,False,False,0,False
0.4152745,0,2,99,0,1.971354,0.8046488,-0.3527905,-0.192161,0.158291,0.2127956,False,False,0,False
0.4256406,0,2,99,0,1.971504,0.8045329,-0.3527891,-0.1932357,0.1568642,0.2118452,False,False,0,False
0.4482605,0,2,99,0,1.971028,0.804525,-0.3530738,-0.1927422,0.1571791,0.21367,False,False,0,False
0.4592162,0,2,99,0,1.971013,0.8047799,-0.3531324,-0.1918392,0.1581756,0.214897,False,False,0,False
0.6359861,0,2,99,0,1.969368,0.8038468,-0.3538243,-0.1913552,0.1583798,0.2126284,False,False,0,False
0.6506668,0,3,99,0,1.968409,0.8040153,-0.3536331,-0.1936014,0.1551393,0.2111267,False,False,0,False
0.6620828,0,3,99,0,1.968179,0.8041143,-0.3536002,-0.1941301,0.154173,0.2106577,False,False,0,False
0.6718438,0,3,99,0,1.967921,0.8041209,-0.3535759,-0.1942509,0.1533537,0.2107261,False,False,0,False
0.6949885,0,3,99,0,1.967136,0.8042461,-0.3527476,-0.1934594,0.1529228,0.2117742,False,False,0,False
0.7167337,0,3,99,0,1.966988,0.8040018,-0.3528358,-0.1929612,0.1545075,0.2112336,False,False,0,False
0.7278377,0,3,99,0,1.967025,0.8039474,-0.3526666,-0.1929663,0.1548618,0.2108005,False,False,0,False
0.7386888,0,3,99,0,1.966817,0.8039157,-0.3524439,-0.1932474,0.1547824,0.2106421,False,False,0,False
0.7501358,0,3,99,0,1.966558,0.8039943,-0.3522622,-0.1937505,0.1538692,0.2105473,False,False,0,False
0.7608871,0,3,99,0,1.96625,0.8040472,-0.3520743,-0.1944488,0.1517859,0.2101896,False,False,0,False
0.7720494,0,3,99,0,1.965472,0.8035144,-0.3520586,-0.1950711,0.1494136,0.2094029,False,False,0,False
0.7834787,0,3,99,0,1.964991,0.8034692,-0.351787,-0.195596,0.146897,0.2083201,False,False,0,False
