Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,56.2682,53.39633,30.57332,28.90891,6.877197,0,15,15,0,0
2,49.21352,46.65005,28.92353,26.66193,7.354721,0,15,15,0,0
3,48.80344,46.93274,26.58028,25.80777,9.322196,0,15,15,0,0
4,57.44418,53.21649,33.56496,29.83167,11.07466,0,15,15,0,0
All,211.7293,200.1956,119.6421,111.2103,34.62877,0,60,60,0,0
