Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,64.40017,61.51632,31.65181,30.40626,6.891472,0,15,12,14,11
2,69.10855,66.39589,28.21949,27.13548,5.583182,0,15,15,15,15
3,49.83264,47.56262,27.6269,26.45905,8.117318,0,15,13,15,13
4,52.99564,50.14435,31.5408,29.93586,9.417712,0,15,10,15,10
All,236.337,225.6192,119.039,113.9366,30.00969,0,60,50,59,49
