Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,41.62035,38.09553,32.96618,29.80737,13.55048,0,15,15,14,14
2,45.22131,41.8434,30.78853,29.20718,13.72294,1,16,15,3,3
3,43.20494,40.39821,29.42338,27.85298,13.60236,0,15,15,2,2
4,41.64111,37.46237,33.71275,30.25893,13.26031,0,15,15,8,8
All,171.6877,157.7995,126.8908,117.1265,54.13609,1,61,60,27,27
