Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.78997,26.94146,31.31962,28.12312,12.90409,0,15,2,15,2
2,51.06418,45.23828,32.61095,28.44426,12.66064,0,17,15,15,15
3,45.07628,36.27168,34.16087,28.00078,22.91082,0,16,1,15,1
4,28.2532,23.92059,33.98872,29.5786,16.39849,0,15,0,15,0
All,156.1836,132.372,132.0802,114.1468,64.87404,0,63,18,60,18
