Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,35.70604,32.16909,32.73903,29.80839,9.460465,0,15,0,15,0
2,42.30797,37.05429,30.77152,27.88621,14.6003,0,16,0,15,0
3,37.9173,32.75227,31.89551,27.26438,19.49858,0,15,0,15,0
4,31.91104,28.68839,32.67263,30.02188,13.89398,0,15,0,15,0
All,147.8423,130.664,128.0787,114.9809,57.45332,0,61,0,60,0
