Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,40.41825,38.40544,28.11229,27.60786,8.8417,0,15,10,15,10
2,44.09694,41.8008,27.58286,27.13616,9.967965,0,15,15,13,13
3,42.29477,38.33012,28.48438,26.57081,11.43797,0,15,13,15,13
4,39.4115,35.7233,31.11189,29.09155,8.820381,0,15,11,15,11
All,166.2215,154.2597,115.2914,110.4064,39.06802,0,60,49,58,47
